,Datum,Standort,Parameter,Intervall,Einheit,Wert,Status
508336,2021-10-08 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,15.9,bereinigt
508358,2021-10-08 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,30.0,bereinigt
508380,2021-10-08 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,52.46,bereinigt
508402,2021-10-08 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,101.04,bereinigt
508424,2021-10-08 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,227.7,bereinigt
508446,2021-10-08 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,424.28,bereinigt
508468,2021-10-08 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,302.4,bereinigt
508490,2021-10-08 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,187.78,bereinigt
508512,2021-10-08 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,100.53,bereinigt
508534,2021-10-08 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,50.01,bereinigt
508556,2021-10-08 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,6.82,bereinigt
508578,2021-10-08 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
508600,2021-10-08 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
508622,2021-10-08 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
508644,2021-10-08 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
508666,2021-10-08 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
508688,2021-10-08 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
508710,2021-10-09 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
508732,2021-10-09 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
508754,2021-10-09 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
508776,2021-10-09 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
508798,2021-10-09 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
508820,2021-10-09 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
508842,2021-10-09 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.61,bereinigt
508864,2021-10-09 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,20.68,bereinigt
508886,2021-10-09 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,91.47,bereinigt
508908,2021-10-09 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,181.11,bereinigt
508930,2021-10-09 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,337.87,bereinigt
508952,2021-10-09 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,299.93,bereinigt
508974,2021-10-09 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,357.14,bereinigt
508996,2021-10-09 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,524.24,bereinigt
509018,2021-10-09 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,377.81,bereinigt
509040,2021-10-09 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,300.64,bereinigt
509062,2021-10-09 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,150.73,bereinigt
509084,2021-10-09 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,26.47,bereinigt
509106,2021-10-09 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509128,2021-10-09 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
509150,2021-10-09 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509172,2021-10-09 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509194,2021-10-09 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509216,2021-10-09 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509238,2021-10-10 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
509260,2021-10-10 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
509282,2021-10-10 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509304,2021-10-10 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509326,2021-10-10 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509348,2021-10-10 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509370,2021-10-10 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,1.01,bereinigt
509392,2021-10-10 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,21.68,bereinigt
509414,2021-10-10 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,57.93,bereinigt
509436,2021-10-10 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,137.72,bereinigt
509458,2021-10-10 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,238.01,bereinigt
509480,2021-10-10 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,312.54,bereinigt
509502,2021-10-10 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,301.09,bereinigt
509524,2021-10-10 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,427.52,bereinigt
509546,2021-10-10 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,439.64,bereinigt
509568,2021-10-10 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,305.34,bereinigt
509590,2021-10-10 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,148.39,bereinigt
509612,2021-10-10 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,20.69,bereinigt
509634,2021-10-10 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
509656,2021-10-10 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509678,2021-10-10 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
509700,2021-10-10 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
509722,2021-10-10 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509744,2021-10-10 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509766,2021-10-11 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509788,2021-10-11 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509810,2021-10-11 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509832,2021-10-11 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509854,2021-10-11 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
509876,2021-10-11 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
509898,2021-10-11 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,3.17,bereinigt
509920,2021-10-11 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,32.63,bereinigt
509942,2021-10-11 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,81.02,bereinigt
509964,2021-10-11 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,142.47,bereinigt
509986,2021-10-11 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,316.26,bereinigt
510008,2021-10-11 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,578.24,bereinigt
510030,2021-10-11 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,516.44,bereinigt
510052,2021-10-11 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,471.56,bereinigt
510074,2021-10-11 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,374.96,bereinigt
510096,2021-10-11 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,316.14,bereinigt
510118,2021-10-11 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,120.61,bereinigt
510140,2021-10-11 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,17.52,bereinigt
510162,2021-10-11 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
510184,2021-10-11 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
510206,2021-10-11 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510228,2021-10-11 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
510250,2021-10-11 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510272,2021-10-11 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
510294,2021-10-12 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
510316,2021-10-12 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510338,2021-10-12 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510360,2021-10-12 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510382,2021-10-12 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510404,2021-10-12 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510426,2021-10-12 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.39,bereinigt
510448,2021-10-12 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,21.2,bereinigt
510470,2021-10-12 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,85.46,bereinigt
510492,2021-10-12 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,137.04,bereinigt
510514,2021-10-12 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,167.54,bereinigt
510536,2021-10-12 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,268.87,bereinigt
510558,2021-10-12 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,256.34,bereinigt
510580,2021-10-12 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,253.0,bereinigt
510602,2021-10-12 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,222.37,bereinigt
510624,2021-10-12 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,78.42,bereinigt
510646,2021-10-12 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,34.66,bereinigt
510668,2021-10-12 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,4.13,bereinigt
510690,2021-10-12 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510712,2021-10-12 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510734,2021-10-12 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510756,2021-10-12 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
510778,2021-10-12 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
510800,2021-10-12 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510822,2021-10-13 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510844,2021-10-13 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510866,2021-10-13 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510888,2021-10-13 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510910,2021-10-13 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510932,2021-10-13 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
510954,2021-10-13 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,1.68,bereinigt
510976,2021-10-13 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,40.23,bereinigt
510998,2021-10-13 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,131.56,bereinigt
511020,2021-10-13 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,237.44,bereinigt
511042,2021-10-13 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,583.16,bereinigt
511064,2021-10-13 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,655.48,bereinigt
511086,2021-10-13 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,415.96,bereinigt
511108,2021-10-13 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,454.29,bereinigt
511130,2021-10-13 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,456.86,bereinigt
511152,2021-10-13 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,258.44,bereinigt
511174,2021-10-13 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,143.55,bereinigt
511196,2021-10-13 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,12.95,bereinigt
511218,2021-10-13 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
511240,2021-10-13 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
511262,2021-10-13 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
511284,2021-10-13 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
511306,2021-10-13 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
511328,2021-10-13 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
511350,2021-10-14 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
511372,2021-10-14 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
511394,2021-10-14 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
511416,2021-10-14 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
511438,2021-10-14 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
511460,2021-10-14 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
511482,2021-10-14 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,1.82,bereinigt
511504,2021-10-14 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,78.87,bereinigt
511526,2021-10-14 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,255.85,bereinigt
511548,2021-10-14 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,407.13,bereinigt
511570,2021-10-14 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,511.79,bereinigt
511592,2021-10-14 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,567.04,bereinigt
511614,2021-10-14 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,561.32,bereinigt
511636,2021-10-14 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,508.25,bereinigt
511658,2021-10-14 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,413.92,bereinigt
511680,2021-10-14 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,275.5,bereinigt
511702,2021-10-14 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,121.37,bereinigt
511724,2021-10-14 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,13.21,bereinigt
511746,2021-10-14 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
511768,2021-10-14 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
511790,2021-10-14 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
511812,2021-10-14 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
511834,2021-10-14 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
511856,2021-10-14 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
511878,2021-10-15 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
511900,2021-10-15 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
511922,2021-10-15 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
511944,2021-10-15 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
511966,2021-10-15 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
511988,2021-10-15 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512010,2021-10-15 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,3.36,bereinigt
512032,2021-10-15 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,94.26,bereinigt
512054,2021-10-15 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,196.3,bereinigt
512076,2021-10-15 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,392.96,bereinigt
512098,2021-10-15 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,505.1,bereinigt
512120,2021-10-15 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,557.97,bereinigt
512142,2021-10-15 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,527.48,bereinigt
512164,2021-10-15 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,497.66,bereinigt
512186,2021-10-15 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,352.56,bereinigt
512208,2021-10-15 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,219.56,bereinigt
512230,2021-10-15 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,89.44,bereinigt
512252,2021-10-15 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,9.11,bereinigt
512274,2021-10-15 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512296,2021-10-15 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512318,2021-10-15 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512340,2021-10-15 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512362,2021-10-15 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512384,2021-10-15 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512406,2021-10-16 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512428,2021-10-16 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512450,2021-10-16 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512472,2021-10-16 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512494,2021-10-16 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512516,2021-10-16 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512538,2021-10-16 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,1.15,bereinigt
512560,2021-10-16 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,74.69,bereinigt
512582,2021-10-16 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,176.38,bereinigt
512604,2021-10-16 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,385.29,bereinigt
512626,2021-10-16 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,505.55,bereinigt
512648,2021-10-16 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,567.42,bereinigt
512670,2021-10-16 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,551.66,bereinigt
512692,2021-10-16 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,493.24,bereinigt
512714,2021-10-16 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,393.26,bereinigt
512736,2021-10-16 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,255.55,bereinigt
512758,2021-10-16 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,105.51,bereinigt
512780,2021-10-16 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,10.1,bereinigt
512802,2021-10-16 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512824,2021-10-16 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512846,2021-10-16 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
512868,2021-10-16 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512890,2021-10-16 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512912,2021-10-16 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512934,2021-10-17 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512956,2021-10-17 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
512978,2021-10-17 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
513000,2021-10-17 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
513022,2021-10-17 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
513044,2021-10-17 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
513066,2021-10-17 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.28,bereinigt
513088,2021-10-17 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,11.72,bereinigt
513110,2021-10-17 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,46.64,bereinigt
513132,2021-10-17 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,85.17,bereinigt
513154,2021-10-17 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,219.98,bereinigt
513176,2021-10-17 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,604.05,bereinigt
513198,2021-10-17 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,539.57,bereinigt
513220,2021-10-17 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,490.68,bereinigt
513242,2021-10-17 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,394.36,bereinigt
513264,2021-10-17 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,257.4,bereinigt
513286,2021-10-17 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,90.27,bereinigt
513308,2021-10-17 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,6.74,bereinigt
513330,2021-10-17 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
513352,2021-10-17 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
513374,2021-10-17 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
513396,2021-10-17 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
513418,2021-10-17 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
513440,2021-10-17 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
513462,2021-10-18 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
513484,2021-10-18 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
513506,2021-10-18 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
513528,2021-10-18 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
513550,2021-10-18 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
513572,2021-10-18 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
513594,2021-10-18 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.45,bereinigt
513616,2021-10-18 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,30.06,bereinigt
513638,2021-10-18 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,89.46,bereinigt
513660,2021-10-18 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,168.98,bereinigt
513682,2021-10-18 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,435.53,bereinigt
513704,2021-10-18 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,537.72,bereinigt
513726,2021-10-18 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,544.81,bereinigt
513748,2021-10-18 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,484.79,bereinigt
513770,2021-10-18 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,386.94,bereinigt
513792,2021-10-18 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,212.24,bereinigt
